commit_id,author_id,author_experience_years,commit_date,files_modified,lines_added,lines_deleted,modules_affected_count,modules_affected,code_churn_ratio,is_hotspot_module,historical_bug_frequency,regression_time_hours,failure_probability_true,test_failed,test_fail_count
commit_002996,author_37,13.48,2024-07-13 13:00:00,22,2916,1708,13,"Memory_Controller,ALU,Control_Unit,Register_File,Cache_L2,I2C_Interface,Interconnect,Reset_Logic,GPIO_Controller,SPI_Interface,AHB_Controller,Cache_L1,Data_Path",0.4805,1,57,15.3,1.0,1,2
commit_002997,author_9,3.59,2024-07-23 20:00:00,1,1075,2479,1,Clock_Domain,0.4155,0,1,8.65,0.2512,0,0
commit_002998,author_6,4.7,2024-02-08 02:00:00,2,1287,666,6,"Interconnect,Clock_Domain,Cache_L1,Data_Path,Memory_Controller,SPI_Interface",0.2809,1,20,9.81,0.9232,1,2
commit_002999,author_13,17.29,2024-08-05 07:00:00,3,3052,1663,11,"Data_Path,Register_File,I2C_Interface,ALU,Cache_L1,GPIO_Controller,SPI_Interface,AHB_Controller,Clock_Domain,Memory_Controller,Reset_Logic",0.4853,1,45,14.35,1.0,1,5
commit_003000,author_46,0.0,2024-09-17 12:00:00,45,2955,876,10,"Data_Path,I2C_Interface,SPI_Interface,Reset_Logic,Clock_Domain,Cache_L1,GPIO_Controller,Register_File,Memory_Controller,UART_Controller",0.4338,1,29,13.34,1.0,1,5
commit_003001,author_6,8.08,2024-06-19 16:00:00,47,2038,2089,9,"Memory_Controller,Clock_Domain,Reset_Logic,SPI_Interface,Interconnect,Cache_L2,AHB_Controller,I2C_Interface,Data_Path",0.4522,1,36,13.02,1.0,1,1
commit_003002,author_9,15.04,2024-07-10 10:00:00,15,1520,2025,11,"SPI_Interface,Reset_Logic,Cache_L1,ALU,AHB_Controller,Data_Path,I2C_Interface,GPIO_Controller,UART_Controller,Register_File,Memory_Controller",0.4149,1,28,13.65,1.0,1,6
commit_003003,author_13,16.46,2024-05-17 14:00:00,27,4023,583,6,"GPIO_Controller,ALU,SPI_Interface,Interconnect,UART_Controller,I2C_Interface",0.4795,1,21,11.79,0.9185,1,6
commit_003004,author_16,9.48,2024-06-24 16:00:00,22,3840,2789,13,"Cache_L2,Control_Unit,Register_File,Memory_Controller,Interconnect,Data_Path,I2C_Interface,ALU,GPIO_Controller,AHB_Controller,Clock_Domain,Reset_Logic,UART_Controller",0.57,1,34,16.2,1.0,1,6
commit_003005,author_12,11.17,2024-07-13 01:00:00,15,2478,1938,7,"Cache_L2,UART_Controller,Interconnect,Cache_L1,Data_Path,I2C_Interface,Clock_Domain",0.469,1,14,12.19,0.7111,1,6
commit_003006,author_22,17.54,2024-01-15 05:00:00,43,252,2979,11,"Control_Unit,ALU,Cache_L2,Register_File,AHB_Controller,I2C_Interface,UART_Controller,Cache_L1,Data_Path,Clock_Domain,Interconnect",0.3925,1,40,13.43,1.0,1,5
commit_003007,author_24,10.49,2024-07-04 16:00:00,28,2835,1193,10,"Reset_Logic,Control_Unit,SPI_Interface,AHB_Controller,Cache_L2,I2C_Interface,Data_Path,Interconnect,Cache_L1,Clock_Domain",0.4462,1,37,13.46,1.0,1,2
commit_003008,author_39,6.87,2024-03-06 14:00:00,6,533,2317,4,"Clock_Domain,Reset_Logic,Control_Unit,Data_Path",0.3631,0,12,9.63,0.5205,1,3
commit_003009,author_17,16.91,2024-11-08 14:00:00,26,671,1491,13,"Memory_Controller,GPIO_Controller,Interconnect,Clock_Domain,Cache_L2,AHB_Controller,I2C_Interface,Register_File,Cache_L1,Reset_Logic,ALU,SPI_Interface,UART_Controller",0.3019,1,45,13.52,1.0,1,7
commit_003010,author_19,7.81,2024-10-01 09:00:00,14,1324,685,8,"SPI_Interface,Data_Path,Interconnect,Clock_Domain,UART_Controller,Control_Unit,GPIO_Controller,ALU",0.2866,1,30,10.87,1.0,1,4
commit_003011,author_27,0.62,2024-03-13 16:00:00,1,2295,34,1,Control_Unit,0.3178,0,3,7.68,0.3302,0,0
commit_003012,author_42,2.96,2024-01-16 04:00:00,49,3774,1017,2,"Clock_Domain,Reset_Logic",0.4893,0,9,9.89,0.4732,0,0
commit_003013,author_28,0.0,2024-02-05 03:00:00,19,270,2980,9,"Memory_Controller,Clock_Domain,ALU,I2C_Interface,Control_Unit,Reset_Logic,UART_Controller,AHB_Controller,Data_Path",0.3939,1,26,12.44,1.0,1,3
commit_003014,author_34,16.38,2024-06-26 23:00:00,40,4623,1152,11,"GPIO_Controller,UART_Controller,Control_Unit,Memory_Controller,Register_File,Data_Path,Reset_Logic,SPI_Interface,Cache_L2,I2C_Interface,Cache_L1",0.536,1,40,14.86,1.0,1,2
commit_003015,author_22,9.0,2024-02-22 06:00:00,17,4074,2383,15,"Interconnect,UART_Controller,Reset_Logic,Data_Path,AHB_Controller,Memory_Controller,Clock_Domain,Control_Unit,Register_File,Cache_L1,GPIO_Controller,I2C_Interface,SPI_Interface,Cache_L2,ALU",0.5636,1,44,17.14,1.0,1,5
commit_003016,author_24,4.77,2024-10-23 22:00:00,48,4059,1632,5,"I2C_Interface,Interconnect,Register_File,AHB_Controller,ALU",0.5323,1,13,11.82,0.8246,1,2
commit_003017,author_2,6.77,2024-08-16 18:00:00,29,4159,231,9,"GPIO_Controller,Data_Path,Clock_Domain,UART_Controller,I2C_Interface,Cache_L2,Control_Unit,Register_File,Cache_L1",0.4675,0,27,13.18,1.0,1,4
commit_003018,author_46,7.16,2024-06-29 10:00:00,2,1002,1177,1,Reset_Logic,0.3035,0,1,7.54,0.1623,0,0
commit_003019,author_36,8.52,2024-10-23 17:00:00,5,4886,1597,10,"Memory_Controller,Control_Unit,UART_Controller,Interconnect,I2C_Interface,Cache_L1,Register_File,Clock_Domain,AHB_Controller,SPI_Interface",0.5646,1,30,14.65,1.0,1,2
commit_003020,author_9,0.0,2024-08-13 13:00:00,22,2378,2595,8,"AHB_Controller,Clock_Domain,SPI_Interface,Cache_L2,Interconnect,Register_File,Control_Unit,Data_Path",0.4986,1,23,12.99,1.0,1,1
commit_003021,author_49,7.05,2024-09-13 22:00:00,28,2271,1612,6,"Clock_Domain,Reset_Logic,ALU,Interconnect,Memory_Controller,Data_Path",0.4371,1,23,11.37,1.0,1,6
commit_003022,author_16,0.0,2024-12-19 03:00:00,35,3687,1527,9,"SPI_Interface,ALU,I2C_Interface,Cache_L2,Data_Path,Interconnect,AHB_Controller,Reset_Logic,Memory_Controller",0.5105,1,29,13.6,1.0,1,7
commit_003023,author_23,3.3,2024-05-30 16:00:00,29,3257,1490,15,"AHB_Controller,UART_Controller,Memory_Controller,Reset_Logic,GPIO_Controller,Cache_L1,Control_Unit,Data_Path,ALU,I2C_Interface,Clock_Domain,SPI_Interface,Interconnect,Cache_L2,Register_File",0.487,1,49,16.37,1.0,1,5
commit_003024,author_46,5.4,2024-11-30 07:00:00,28,618,2106,11,"Control_Unit,Register_File,Interconnect,Data_Path,Reset_Logic,AHB_Controller,Cache_L2,UART_Controller,Cache_L1,GPIO_Controller,Memory_Controller",0.3527,1,33,13.03,1.0,1,6
commit_003025,author_13,0.0,2024-10-15 09:00:00,8,4947,190,5,"Cache_L2,ALU,Clock_Domain,SPI_Interface,GPIO_Controller",0.5068,0,13,11.57,0.5975,1,2
commit_003026,author_39,9.44,2024-06-25 05:00:00,34,1778,226,14,"Data_Path,Interconnect,GPIO_Controller,I2C_Interface,Reset_Logic,Cache_L2,UART_Controller,Memory_Controller,ALU,AHB_Controller,Control_Unit,SPI_Interface,Register_File,Clock_Domain",0.2861,1,41,13.86,1.0,1,2
commit_003027,author_27,5.51,2024-03-01 14:00:00,7,1669,2065,8,"Control_Unit,UART_Controller,Clock_Domain,AHB_Controller,Reset_Logic,Cache_L2,Memory_Controller,SPI_Interface",0.4275,1,19,12.28,0.8352,1,1
commit_003028,author_23,13.99,2024-11-10 16:00:00,37,3583,610,9,"Control_Unit,Data_Path,Cache_L1,SPI_Interface,Clock_Domain,GPIO_Controller,UART_Controller,Cache_L2,Reset_Logic",0.4561,0,26,13.06,0.9518,1,7
commit_003029,author_21,9.03,2024-01-29 02:00:00,48,1619,2070,6,"Interconnect,I2C_Interface,Reset_Logic,Clock_Domain,Control_Unit,SPI_Interface",0.4246,1,17,11.25,0.8356,1,7
commit_003030,author_32,17.92,2024-09-12 13:00:00,45,2482,1504,9,"I2C_Interface,ALU,SPI_Interface,Clock_Domain,GPIO_Controller,Cache_L2,UART_Controller,Register_File,Memory_Controller",0.4436,1,26,12.94,1.0,1,3
commit_003031,author_13,3.17,2024-10-31 13:00:00,27,2477,1481,5,"UART_Controller,Control_Unit,GPIO_Controller,ALU,AHB_Controller",0.4418,1,10,10.92,0.6048,0,0
commit_003032,author_16,4.93,2024-11-21 02:00:00,1,3866,1829,10,"Data_Path,Control_Unit,Reset_Logic,Interconnect,Clock_Domain,ALU,AHB_Controller,I2C_Interface,GPIO_Controller,Memory_Controller",0.5325,1,25,14.32,1.0,1,5
commit_003033,author_31,4.35,2024-10-14 13:00:00,14,3264,228,1,Control_Unit,0.4112,0,6,8.61,0.3673,1,1
commit_003034,author_20,14.92,2024-10-30 21:00:00,18,370,563,3,"Register_File,Cache_L2,ALU",0.1573,0,8,7.07,0.3939,1,1
commit_003035,author_21,11.54,2024-11-17 15:00:00,48,52,1243,4,"GPIO_Controller,Cache_L2,SPI_Interface,Clock_Domain",0.2057,0,12,8.06,0.5068,1,5
commit_003036,author_38,12.44,2024-02-09 17:00:00,23,1425,695,12,"GPIO_Controller,AHB_Controller,SPI_Interface,UART_Controller,Clock_Domain,I2C_Interface,ALU,Reset_Logic,Data_Path,Cache_L2,Cache_L1,Register_File",0.2978,1,39,12.98,1.0,1,3
commit_003037,author_33,3.11,2024-04-12 09:00:00,44,3213,641,9,"Cache_L2,UART_Controller,ALU,Clock_Domain,GPIO_Controller,Register_File,Reset_Logic,I2C_Interface,Control_Unit",0.4353,0,32,12.85,1.0,1,7
commit_003038,author_24,13.34,2024-06-16 22:00:00,48,1043,504,5,"Register_File,Cache_L1,Cache_L2,SPI_Interface,Clock_Domain",0.2363,0,23,8.86,0.8174,0,0
commit_003039,author_28,0.0,2024-01-22 18:00:00,30,3591,1461,10,"SPI_Interface,Reset_Logic,Clock_Domain,AHB_Controller,UART_Controller,ALU,Control_Unit,GPIO_Controller,Data_Path,I2C_Interface",0.5026,1,30,14.03,1.0,1,5
commit_003040,author_5,8.7,2024-02-10 21:00:00,15,2195,124,7,"UART_Controller,Cache_L2,ALU,I2C_Interface,SPI_Interface,Register_File,Data_Path",0.3168,0,28,10.67,1.0,1,6
commit_003041,author_39,15.89,2024-12-08 14:00:00,23,972,250,13,"I2C_Interface,Reset_Logic,UART_Controller,Data_Path,Register_File,Memory_Controller,Clock_Domain,Interconnect,SPI_Interface,Cache_L1,ALU,Control_Unit,GPIO_Controller",0.1964,1,42,12.46,1.0,1,3
commit_003042,author_18,5.16,2024-10-01 06:00:00,31,4028,1233,13,"Data_Path,Memory_Controller,ALU,UART_Controller,GPIO_Controller,Control_Unit,I2C_Interface,Reset_Logic,AHB_Controller,SPI_Interface,Cache_L2,Register_File,Cache_L1",0.5127,1,43,15.63,1.0,1,6
commit_003043,author_47,5.59,2024-11-11 02:00:00,45,2734,537,2,"UART_Controller,I2C_Interface",0.3955,0,2,8.95,0.3128,0,0
commit_003044,author_43,5.07,2024-09-18 17:00:00,39,1360,2573,8,"Interconnect,Cache_L1,UART_Controller,I2C_Interface,AHB_Controller,Register_File,Clock_Domain,GPIO_Controller",0.4403,1,24,12.4,1.0,1,5
commit_003045,author_39,2.4,2024-09-12 22:00:00,36,2438,1564,7,"AHB_Controller,Interconnect,SPI_Interface,I2C_Interface,Memory_Controller,ALU,Cache_L1",0.4446,1,20,11.95,1.0,1,4
commit_003046,author_45,12.87,2024-06-07 01:00:00,4,1149,689,10,"AHB_Controller,UART_Controller,Cache_L1,I2C_Interface,GPIO_Controller,Control_Unit,Data_Path,ALU,Interconnect,Reset_Logic",0.2688,1,36,11.69,1.0,1,1
commit_003047,author_31,9.2,2024-06-14 04:00:00,4,2576,2292,8,"I2C_Interface,Interconnect,Data_Path,Cache_L1,UART_Controller,Memory_Controller,ALU,AHB_Controller",0.4933,1,23,12.93,1.0,1,5
commit_003048,author_14,9.29,2024-03-01 05:00:00,2,2576,2155,14,"Interconnect,Data_Path,Clock_Domain,AHB_Controller,ALU,Control_Unit,SPI_Interface,I2C_Interface,GPIO_Controller,Memory_Controller,Register_File,UART_Controller,Reset_Logic,Cache_L1",0.4862,1,40,15.86,1.0,1,7
commit_003049,author_33,9.31,2024-08-19 19:00:00,17,3426,2048,14,"Cache_L1,ALU,Control_Unit,Clock_Domain,UART_Controller,Reset_Logic,AHB_Controller,Cache_L2,I2C_Interface,SPI_Interface,Data_Path,Register_File,Interconnect,GPIO_Controller",0.5226,1,40,16.23,1.0,1,2
commit_003050,author_48,8.52,2024-04-23 15:00:00,15,3107,2534,1,Reset_Logic,0.5301,0,1,9.8,0.2283,0,0
commit_003051,author_33,11.55,2024-11-24 06:00:00,46,2076,2233,15,"SPI_Interface,Cache_L2,Register_File,Memory_Controller,Interconnect,Data_Path,I2C_Interface,ALU,Reset_Logic,Clock_Domain,GPIO_Controller,Cache_L1,AHB_Controller,Control_Unit,UART_Controller",0.4629,1,50,16.13,1.0,1,2
commit_003052,author_24,6.55,2024-02-22 02:00:00,36,4484,2213,4,"Interconnect,SPI_Interface,Cache_L2,AHB_Controller",0.5725,1,13,11.73,0.7312,1,6
commit_003053,author_33,10.91,2024-09-12 05:00:00,14,2225,197,10,"Cache_L2,ALU,Data_Path,Register_File,Interconnect,Memory_Controller,UART_Controller,Reset_Logic,Clock_Domain,GPIO_Controller",0.3263,1,25,12.26,1.0,1,5
commit_003054,author_24,6.21,2024-04-24 13:00:00,40,4557,917,6,"UART_Controller,Memory_Controller,Control_Unit,Interconnect,I2C_Interface,Register_File",0.5226,1,20,12.23,0.9749,1,6
commit_003055,author_40,9.4,2024-02-09 12:00:00,45,1325,2321,7,"GPIO_Controller,I2C_Interface,Interconnect,ALU,SPI_Interface,Memory_Controller,Cache_L1",0.4217,1,15,11.72,0.7028,0,0
commit_003056,author_36,7.3,2024-09-13 01:00:00,9,4316,1449,10,"Register_File,Reset_Logic,GPIO_Controller,Interconnect,Memory_Controller,Data_Path,Control_Unit,Clock_Domain,I2C_Interface,ALU",0.5355,1,36,14.36,1.0,1,7
commit_003057,author_35,7.46,2024-05-20 07:00:00,14,1349,278,4,"Clock_Domain,Memory_Controller,I2C_Interface,Cache_L2",0.2455,1,12,8.46,0.6553,1,4
commit_003058,author_49,9.22,2024-03-03 14:00:00,16,2773,1568,6,"Interconnect,UART_Controller,GPIO_Controller,AHB_Controller,Clock_Domain,Cache_L2",0.4647,1,16,11.65,0.8781,0,0
commit_003059,author_5,16.39,2024-06-25 06:00:00,38,626,1322,3,"Clock_Domain,Data_Path,Cache_L2",0.2804,0,14,8.3,0.4655,1,3
commit_003060,author_46,10.79,2024-04-28 03:00:00,5,3837,2205,5,"ALU,Cache_L1,Memory_Controller,UART_Controller,I2C_Interface",0.5472,1,17,11.97,0.9026,1,5
commit_003061,author_37,8.83,2024-11-12 06:00:00,45,1915,756,14,"UART_Controller,Clock_Domain,Cache_L2,AHB_Controller,I2C_Interface,Memory_Controller,Cache_L1,SPI_Interface,ALU,Interconnect,Control_Unit,GPIO_Controller,Reset_Logic,Data_Path",0.3482,1,48,14.48,1.0,1,7
commit_003062,author_6,5.9,2024-07-20 21:00:00,46,4848,1631,5,"UART_Controller,Data_Path,Memory_Controller,Cache_L2,Reset_Logic",0.5644,1,21,12.14,0.9504,1,7
commit_003063,author_42,7.42,2024-08-31 06:00:00,3,654,684,9,"Register_File,Cache_L2,AHB_Controller,Memory_Controller,Reset_Logic,Clock_Domain,GPIO_Controller,I2C_Interface,Interconnect",0.2111,1,25,10.61,1.0,1,5
commit_003064,author_19,9.3,2024-01-08 00:00:00,43,2515,137,5,"Control_Unit,Reset_Logic,Interconnect,Memory_Controller,SPI_Interface",0.3466,1,19,9.97,0.9802,1,5
commit_003065,author_4,0.01,2024-10-05 00:00:00,39,330,1863,7,"Register_File,I2C_Interface,Interconnect,ALU,SPI_Interface,Reset_Logic,Clock_Domain",0.3049,1,25,10.55,1.0,1,3
commit_003066,author_48,11.54,2024-10-22 00:00:00,9,3437,2096,15,"Cache_L2,UART_Controller,GPIO_Controller,ALU,Register_File,Clock_Domain,Memory_Controller,Cache_L1,I2C_Interface,Data_Path,AHB_Controller,Interconnect,Reset_Logic,Control_Unit,SPI_Interface",0.5253,1,49,16.75,1.0,1,1
commit_003067,author_27,6.65,2024-07-28 10:00:00,15,1495,116,2,"SPI_Interface,Memory_Controller",0.2437,1,9,7.44,0.5141,0,0
commit_003068,author_47,7.76,2024-03-11 07:00:00,16,1961,1495,11,"AHB_Controller,Data_Path,Memory_Controller,UART_Controller,Clock_Domain,SPI_Interface,GPIO_Controller,Reset_Logic,Control_Unit,Register_File,ALU",0.4087,1,35,13.59,1.0,1,1
commit_003069,author_11,9.98,2024-06-19 16:00:00,21,269,2664,7,"Cache_L1,GPIO_Controller,UART_Controller,Memory_Controller,Data_Path,Interconnect,Reset_Logic",0.3697,1,22,11.2,1.0,1,1
commit_003070,author_33,7.89,2024-03-26 23:00:00,32,3263,1645,9,"Cache_L1,SPI_Interface,Memory_Controller,Clock_Domain,Control_Unit,Register_File,Data_Path,Reset_Logic,I2C_Interface",0.4954,1,24,13.45,1.0,1,4
commit_003071,author_40,6.7,2024-09-17 09:00:00,49,4680,52,5,"Cache_L1,AHB_Controller,Interconnect,Cache_L2,SPI_Interface",0.4862,1,28,11.36,1.0,1,4
commit_003072,author_37,10.99,2024-02-28 22:00:00,46,3744,373,13,"UART_Controller,AHB_Controller,Clock_Domain,Register_File,I2C_Interface,Cache_L2,Cache_L1,Reset_Logic,SPI_Interface,Memory_Controller,Control_Unit,Data_Path,GPIO_Controller",0.4516,1,41,15.02,1.0,1,6
commit_003073,author_11,12.9,2024-04-09 12:00:00,37,1206,870,2,"AHB_Controller,Reset_Logic",0.2934,1,8,7.93,0.5664,0,0
commit_003074,author_43,18.21,2024-11-12 06:00:00,37,1352,1436,11,"Reset_Logic,Clock_Domain,ALU,Interconnect,Register_File,I2C_Interface,Control_Unit,Cache_L1,UART_Controller,Memory_Controller,GPIO_Controller",0.358,1,25,13.08,0.9821,1,5
commit_003075,author_8,8.82,2024-04-08 19:00:00,36,3334,2897,10,"I2C_Interface,Register_File,Memory_Controller,ALU,Clock_Domain,Cache_L1,AHB_Controller,SPI_Interface,Control_Unit,UART_Controller",0.5548,1,37,14.55,1.0,1,4
commit_003076,author_42,7.96,2024-01-16 17:00:00,9,673,98,6,"UART_Controller,Cache_L1,SPI_Interface,Interconnect,Data_Path,AHB_Controller",0.1336,1,10,8.34,0.6333,0,0
commit_003077,author_3,3.83,2024-07-15 15:00:00,23,1704,2791,10,"Interconnect,AHB_Controller,Cache_L1,GPIO_Controller,ALU,Clock_Domain,Data_Path,Register_File,Reset_Logic,UART_Controller",0.4734,1,30,13.73,1.0,1,5
commit_003078,author_17,5.52,2024-11-03 23:00:00,27,548,2465,9,"GPIO_Controller,Data_Path,UART_Controller,I2C_Interface,Register_File,AHB_Controller,Reset_Logic,ALU,Clock_Domain",0.376,1,24,12.26,1.0,1,2
commit_003079,author_33,20.0,2024-12-10 18:00:00,9,2629,1375,11,"Register_File,Data_Path,Clock_Domain,UART_Controller,ALU,Cache_L2,AHB_Controller,Memory_Controller,I2C_Interface,Cache_L1,Reset_Logic",0.4447,1,29,13.95,1.0,1,1
commit_003080,author_9,7.29,2024-05-30 13:00:00,43,3486,2646,12,"Interconnect,Reset_Logic,Control_Unit,Clock_Domain,UART_Controller,SPI_Interface,GPIO_Controller,Data_Path,Cache_L1,Cache_L2,ALU,Memory_Controller",0.5508,1,46,15.51,1.0,1,5
commit_003081,author_25,17.82,2024-02-05 19:00:00,19,3039,1823,3,"Data_Path,SPI_Interface,Cache_L1",0.493,0,6,10.43,0.3775,0,0
commit_003082,author_9,7.25,2024-01-16 17:00:00,32,2412,995,8,"Reset_Logic,Memory_Controller,Clock_Domain,UART_Controller,Cache_L2,Interconnect,Data_Path,AHB_Controller",0.4053,1,31,12.05,1.0,1,5
commit_003083,author_31,4.69,2024-07-08 03:00:00,12,3307,1083,6,"SPI_Interface,GPIO_Controller,Control_Unit,Memory_Controller,I2C_Interface,Reset_Logic",0.4675,1,20,11.68,1.0,1,2
commit_003084,author_33,8.17,2024-01-12 09:00:00,4,4406,36,2,"Cache_L2,Register_File",0.4705,0,3,9.7,0.2432,1,1
commit_003085,author_47,8.21,2024-06-24 00:00:00,8,2094,2228,9,"Clock_Domain,Interconnect,I2C_Interface,Register_File,Cache_L2,Reset_Logic,Cache_L1,ALU,GPIO_Controller",0.4636,1,30,13.14,1.0,1,4
commit_003086,author_46,13.06,2024-03-24 07:00:00,47,1105,2645,11,"ALU,Control_Unit,GPIO_Controller,I2C_Interface,AHB_Controller,Register_File,Cache_L2,Reset_Logic,Interconnect,Memory_Controller,Clock_Domain",0.4286,1,33,13.79,1.0,1,5
commit_003087,author_23,8.43,2024-03-04 11:00:00,24,3671,1104,7,"UART_Controller,Data_Path,Control_Unit,Cache_L2,SPI_Interface,AHB_Controller,Register_File",0.4885,1,23,12.38,1.0,1,5
commit_003088,author_9,4.5,2024-09-25 20:00:00,16,81,2614,15,"Control_Unit,AHB_Controller,GPIO_Controller,Interconnect,ALU,UART_Controller,I2C_Interface,Data_Path,Reset_Logic,Register_File,SPI_Interface,Cache_L2,Memory_Controller,Cache_L1,Clock_Domain",0.3502,1,51,15.0,1.0,1,4
commit_003089,author_11,6.87,2024-09-07 22:00:00,15,2624,288,12,"GPIO_Controller,SPI_Interface,Clock_Domain,Interconnect,Reset_Logic,Cache_L1,I2C_Interface,UART_Controller,Register_File,ALU,AHB_Controller,Data_Path",0.368,1,31,13.68,1.0,1,6
commit_003090,author_10,6.91,2024-06-16 13:00:00,35,1330,513,2,"Register_File,Cache_L2",0.2693,0,6,7.69,0.2385,1,6
commit_003091,author_33,20.0,2024-12-17 01:00:00,3,2214,1310,14,"Register_File,Data_Path,Interconnect,UART_Controller,ALU,Clock_Domain,Control_Unit,I2C_Interface,Reset_Logic,Cache_L2,SPI_Interface,AHB_Controller,Cache_L1,Memory_Controller",0.4134,1,52,15.13,1.0,1,1
commit_003092,author_36,13.42,2024-05-29 08:00:00,15,1996,2322,7,"Control_Unit,ALU,UART_Controller,Clock_Domain,I2C_Interface,Register_File,Reset_Logic",0.4634,0,20,12.13,0.7853,1,6
commit_003093,author_6,9.52,2024-06-06 17:00:00,17,4946,2184,2,"Register_File,SPI_Interface",0.5878,0,7,10.88,0.4181,1,3
commit_003094,author_31,2.59,2024-08-08 01:00:00,18,1739,2280,3,"Reset_Logic,Register_File,SPI_Interface",0.4456,0,4,9.96,0.4232,0,0
commit_003095,author_22,4.78,2024-04-18 07:00:00,5,3446,564,3,"Reset_Logic,Interconnect,UART_Controller",0.4451,1,10,9.95,0.6406,1,1
commit_003096,author_18,11.15,2024-11-08 05:00:00,10,214,1473,14,"ALU,Memory_Controller,SPI_Interface,Clock_Domain,GPIO_Controller,Reset_Logic,Interconnect,Data_Path,Register_File,UART_Controller,Cache_L2,I2C_Interface,Control_Unit,AHB_Controller",0.2523,1,46,13.52,1.0,1,6
commit_003097,author_42,2.76,2024-03-21 10:00:00,37,2036,2492,3,"GPIO_Controller,I2C_Interface,Clock_Domain",0.4752,0,3,10.25,0.3245,0,0
commit_003098,author_17,9.7,2024-08-16 10:00:00,6,4779,866,7,"Cache_L2,ALU,I2C_Interface,Data_Path,Register_File,SPI_Interface,Memory_Controller",0.5303,1,23,12.8,1.0,1,2
commit_003099,author_50,5.56,2024-10-24 12:00:00,49,1425,712,5,"ALU,Memory_Controller,I2C_Interface,Data_Path,Control_Unit",0.2994,1,19,9.49,0.8866,1,2
commit_003100,author_28,5.87,2024-06-11 04:00:00,33,2866,355,9,"Reset_Logic,UART_Controller,AHB_Controller,GPIO_Controller,I2C_Interface,Cache_L2,Register_File,Cache_L1,Clock_Domain",0.3918,1,34,12.42,1.0,1,2
commit_003101,author_26,3.88,2024-05-10 20:00:00,48,4080,1810,7,"Clock_Domain,AHB_Controller,Memory_Controller,UART_Controller,Register_File,I2C_Interface,Control_Unit",0.5409,1,18,12.91,0.9097,1,2
commit_003102,author_10,9.61,2024-04-27 19:00:00,6,1743,1763,4,"Reset_Logic,ALU,Cache_L1,GPIO_Controller",0.4122,0,16,10.12,0.552,1,2
commit_003103,author_49,9.8,2024-05-26 18:00:00,8,4385,831,15,"ALU,GPIO_Controller,SPI_Interface,I2C_Interface,Cache_L1,Control_Unit,Data_Path,Interconnect,Reset_Logic,AHB_Controller,UART_Controller,Clock_Domain,Memory_Controller,Register_File,Cache_L2",0.5106,1,47,16.61,1.0,1,5
commit_003104,author_33,13.13,2024-01-23 22:00:00,17,1001,2980,12,"ALU,AHB_Controller,GPIO_Controller,Cache_L2,UART_Controller,Reset_Logic,Interconnect,Clock_Domain,Control_Unit,Cache_L1,Memory_Controller,SPI_Interface",0.4433,1,46,14.43,1.0,1,5
commit_003105,author_24,2.35,2024-12-25 18:00:00,33,204,811,4,"Data_Path,Reset_Logic,UART_Controller,Control_Unit",0.1687,0,11,7.69,0.5091,1,4
commit_003106,author_23,8.42,2024-08-10 18:00:00,44,854,2698,2,"ALU,Reset_Logic",0.4153,0,6,9.15,0.3216,0,0
commit_003107,author_2,3.37,2024-08-23 13:00:00,16,2596,1623,10,"Cache_L2,I2C_Interface,Cache_L1,Data_Path,AHB_Controller,Clock_Domain,UART_Controller,Control_Unit,Interconnect,GPIO_Controller",0.4576,1,40,13.58,1.0,1,5
commit_003108,author_26,8.76,2024-04-04 01:00:00,15,2576,1836,1,Control_Unit,0.4688,0,6,9.19,0.3834,1,5
commit_003109,author_41,0.0,2024-08-15 03:00:00,4,3893,2799,10,"UART_Controller,Cache_L2,Data_Path,Reset_Logic,ALU,I2C_Interface,Memory_Controller,Interconnect,SPI_Interface,Register_File",0.5724,1,24,14.72,1.0,1,1
commit_003110,author_34,6.48,2024-08-26 06:00:00,11,1422,2384,8,"Data_Path,Control_Unit,UART_Controller,SPI_Interface,GPIO_Controller,Cache_L1,Interconnect,Register_File",0.4322,1,27,12.32,1.0,1,7
commit_003111,author_11,3.99,2024-02-28 08:00:00,42,1193,15,13,"Reset_Logic,Register_File,Clock_Domain,UART_Controller,SPI_Interface,Cache_L2,Interconnect,I2C_Interface,Data_Path,AHB_Controller,Control_Unit,ALU,Memory_Controller",0.1946,1,47,12.45,1.0,1,3
commit_003112,author_36,7.06,2024-04-04 17:00:00,5,3972,1407,6,"Memory_Controller,Cache_L1,Data_Path,Clock_Domain,GPIO_Controller,ALU",0.5183,1,15,12.18,0.8348,1,7
commit_003113,author_39,18.52,2024-09-10 02:00:00,17,2657,253,6,"Data_Path,Control_Unit,SPI_Interface,Interconnect,ALU,GPIO_Controller",0.3679,1,20,10.68,0.8963,1,5
commit_003114,author_1,7.63,2024-10-31 08:00:00,13,1661,2552,15,"Interconnect,I2C_Interface,GPIO_Controller,AHB_Controller,Control_Unit,Register_File,Memory_Controller,Reset_Logic,ALU,Data_Path,UART_Controller,Cache_L2,SPI_Interface,Cache_L1,Clock_Domain",0.4573,1,57,16.07,1.0,1,7
commit_003115,author_37,15.1,2024-07-08 07:00:00,28,1052,1711,9,"ALU,Memory_Controller,GPIO_Controller,Reset_Logic,I2C_Interface,Cache_L1,Register_File,Cache_L2,Interconnect",0.3559,1,32,12.06,1.0,1,1
